Producer Code,Product ID,Delivery Week,qty_actual,cost_actual,Price,qty_expected,cost_expected,Owns Land,Access to Water,Maximum Temperature degrees (F),Minimum Temperature degrees (F),Precipitation (inches),Snow (inches),Snow Depth (inches),Unique Product,counts,probability_delivery
PLT,3153,2021-09-06,8,25.5,28.31,8,25.5,False,False,75.28571428571429,60.0,0.96,0.0,0.0,PLT_3153,4,0.9577329490874159
PLT,3153,2021-09-06,8,25.5,28.31,8,25.5,False,False,75.28571428571429,60.0,0.96,0.0,0.0,PLT_3458,7,1.0399379604497867
PLT,3458,2021-09-06,25,35.0,38.85,25,35.0,False,False,75.28571428571429,60.0,0.96,0.0,0.0,AFC_3201,4,0.933579335793358
PLT,3458,2021-09-06,25,35.0,38.85,25,35.0,False,False,75.28571428571429,60.0,0.96,0.0,0.0,CBS_3153,10,1.0906195715112912
PLT,3458,2021-09-06,25,35.0,38.85,25,35.0,False,False,75.28571428571429,60.0,0.96,0.0,0.0,CBS_3201,5,0.9181494661921709
PLT,3458,2021-09-06,25,35.0,38.85,25,35.0,False,False,75.28571428571429,60.0,0.96,0.0,0.0,CHO_3200,5,1.0118964310706788
PLT,3458,2021-09-06,25,35.0,38.85,25,35.0,False,False,75.28571428571429,60.0,0.96,0.0,0.0,CHO_3828,3,0.8969072164948454
PLT,3458,2021-09-06,25,35.0,38.85,25,35.0,False,False,75.28571428571429,60.0,0.96,0.0,0.0,CLP_3828,5,0.9416058394160584
PLT,3458,2021-09-06,25,35.0,38.85,25,35.0,False,False,75.28571428571429,60.0,0.96,0.0,0.0,D2D_3200,4,1.0482456140350878
PLT,3458,2021-09-06,25,35.0,38.85,25,35.0,False,False,75.28571428571429,60.0,0.96,0.0,0.0,DTF_3202,8,1.0386424731182795
PLT,3458,2021-09-06,25,35.0,38.85,25,35.0,False,False,75.28571428571429,60.0,0.96,0.0,0.0,HAF_3458,1,0.9525423728813559
PLT,3458,2021-09-06,25,35.0,38.85,25,35.0,False,False,75.28571428571429,60.0,0.96,0.0,0.0,KHF_3202,4,0.933579335793358
PLT,3458,2021-09-06,25,35.0,38.85,25,35.0,False,False,75.28571428571429,60.0,0.96,0.0,0.0,MHG_3153,5,1.0017123287671232
PLT,3458,2021-09-06,25,35.0,38.85,25,35.0,False,False,75.28571428571429,60.0,0.96,0.0,0.0,MLG_3828,5,0.9416058394160584
PLT,3458,2021-09-06,25,35.0,38.85,25,35.0,False,False,75.28571428571429,60.0,0.96,0.0,0.0,NTN_3828,5,0.9416058394160584
PLT,3458,2021-09-06,25,35.0,38.85,25,35.0,False,False,75.28571428571429,60.0,0.96,0.0,0.0,PBY_3202,1,0.9525423728813559
PLT,3458,2021-09-06,25,35.0,38.85,25,35.0,False,False,75.28571428571429,60.0,0.96,0.0,0.0,PLT_3153,4,0.9577329490874159
PLT,3458,2021-09-06,25,35.0,38.85,25,35.0,False,False,75.28571428571429,60.0,0.96,0.0,0.0,PLT_3458,7,1.0399379604497867
AFC,3201,2021-09-13,6,35.0,38.85,6,35.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,AFC_3201,4,0.933579335793358
AFC,3201,2021-09-13,6,35.0,38.85,6,35.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,CBS_3153,10,1.0906195715112912
AFC,3201,2021-09-13,6,35.0,38.85,6,35.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,CBS_3201,5,0.9181494661921709
AFC,3201,2021-09-13,6,35.0,38.85,6,35.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3200,5,1.0118964310706788
AFC,3201,2021-09-13,6,35.0,38.85,6,35.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3458,1,0.8685121107266436
AFC,3201,2021-09-13,6,35.0,38.85,6,35.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3828,3,0.8969072164948454
AFC,3201,2021-09-13,6,35.0,38.85,6,35.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,CLP_3828,5,0.9416058394160584
AFC,3201,2021-09-13,6,35.0,38.85,6,35.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,DTF_3202,8,1.0386424731182795
AFC,3201,2021-09-13,6,35.0,38.85,6,35.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,KHF_3202,4,0.933579335793358
AFC,3201,2021-09-13,6,35.0,38.85,6,35.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,MHG_3153,5,1.0017123287671232
AFC,3201,2021-09-13,6,35.0,38.85,6,35.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,MLG_3828,5,0.9416058394160584
AFC,3201,2021-09-13,6,35.0,38.85,6,35.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,NTN_3828,5,0.9416058394160584
AFC,3201,2021-09-13,6,35.0,38.85,6,35.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,PLT_3153,4,0.9577329490874159
AFC,3201,2021-09-13,6,35.0,38.85,6,35.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,PLT_3458,7,1.0399379604497867
CBS,3153,2021-09-13,20,25.5,28.31,20,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,AFC_3201,4,0.933579335793358
CBS,3153,2021-09-13,20,25.5,28.31,20,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,CBS_3153,10,1.0906195715112912
CBS,3153,2021-09-13,20,25.5,28.31,20,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,CBS_3201,5,0.9181494661921709
CBS,3153,2021-09-13,20,25.5,28.31,20,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3200,5,1.0118964310706788
CBS,3153,2021-09-13,20,25.5,28.31,20,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3458,1,0.8685121107266436
CBS,3153,2021-09-13,20,25.5,28.31,20,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3828,3,0.8969072164948454
CBS,3153,2021-09-13,20,25.5,28.31,20,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,CLP_3828,5,0.9416058394160584
CBS,3153,2021-09-13,20,25.5,28.31,20,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,DTF_3202,8,1.0386424731182795
CBS,3153,2021-09-13,20,25.5,28.31,20,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,KHF_3202,4,0.933579335793358
CBS,3153,2021-09-13,20,25.5,28.31,20,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,MHG_3153,5,1.0017123287671232
CBS,3153,2021-09-13,20,25.5,28.31,20,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,MLG_3828,5,0.9416058394160584
CBS,3153,2021-09-13,20,25.5,28.31,20,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,NTN_3828,5,0.9416058394160584
CBS,3153,2021-09-13,20,25.5,28.31,20,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,PLT_3153,4,0.9577329490874159
CBS,3153,2021-09-13,20,25.5,28.31,20,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,PLT_3458,7,1.0399379604497867
CBS,3201,2021-09-13,20,35.0,38.85,40,70.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,AFC_3201,4,0.933579335793358
CBS,3201,2021-09-13,20,35.0,38.85,40,70.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,CBS_3153,10,1.0906195715112912
CBS,3201,2021-09-13,20,35.0,38.85,40,70.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,CBS_3201,5,0.9181494661921709
CBS,3201,2021-09-13,20,35.0,38.85,40,70.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3200,5,1.0118964310706788
CBS,3201,2021-09-13,20,35.0,38.85,40,70.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3458,1,0.8685121107266436
CBS,3201,2021-09-13,20,35.0,38.85,40,70.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3828,3,0.8969072164948454
CBS,3201,2021-09-13,20,35.0,38.85,40,70.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,CLP_3828,5,0.9416058394160584
CBS,3201,2021-09-13,20,35.0,38.85,40,70.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,DTF_3202,8,1.0386424731182795
CBS,3201,2021-09-13,20,35.0,38.85,40,70.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,KHF_3202,4,0.933579335793358
CBS,3201,2021-09-13,20,35.0,38.85,40,70.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,MHG_3153,5,1.0017123287671232
CBS,3201,2021-09-13,20,35.0,38.85,40,70.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,MLG_3828,5,0.9416058394160584
CBS,3201,2021-09-13,20,35.0,38.85,40,70.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,NTN_3828,5,0.9416058394160584
CBS,3201,2021-09-13,20,35.0,38.85,40,70.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,PLT_3153,4,0.9577329490874159
CBS,3201,2021-09-13,20,35.0,38.85,40,70.0,True,True,77.0,58.142857142857146,0.14,0.0,0.0,PLT_3458,7,1.0399379604497867
CHO,3200,2021-09-13,18,35.0,38.85,38,60.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,AFC_3201,4,0.933579335793358
CHO,3200,2021-09-13,18,35.0,38.85,38,60.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CBS_3153,10,1.0906195715112912
CHO,3200,2021-09-13,18,35.0,38.85,38,60.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CBS_3201,5,0.9181494661921709
CHO,3200,2021-09-13,18,35.0,38.85,38,60.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3200,5,1.0118964310706788
CHO,3200,2021-09-13,18,35.0,38.85,38,60.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3458,1,0.8685121107266436
CHO,3200,2021-09-13,18,35.0,38.85,38,60.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3828,3,0.8969072164948454
CHO,3200,2021-09-13,18,35.0,38.85,38,60.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CLP_3828,5,0.9416058394160584
CHO,3200,2021-09-13,18,35.0,38.85,38,60.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,DTF_3202,8,1.0386424731182795
CHO,3200,2021-09-13,18,35.0,38.85,38,60.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,KHF_3202,4,0.933579335793358
CHO,3200,2021-09-13,18,35.0,38.85,38,60.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,MHG_3153,5,1.0017123287671232
CHO,3200,2021-09-13,18,35.0,38.85,38,60.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,MLG_3828,5,0.9416058394160584
CHO,3200,2021-09-13,18,35.0,38.85,38,60.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,NTN_3828,5,0.9416058394160584
CHO,3200,2021-09-13,18,35.0,38.85,38,60.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,PLT_3153,4,0.9577329490874159
CHO,3200,2021-09-13,18,35.0,38.85,38,60.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,PLT_3458,7,1.0399379604497867
CHO,3458,2021-09-13,8,35.0,38.85,8,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,AFC_3201,4,0.933579335793358
CHO,3458,2021-09-13,8,35.0,38.85,8,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CBS_3153,10,1.0906195715112912
CHO,3458,2021-09-13,8,35.0,38.85,8,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CBS_3201,5,0.9181494661921709
CHO,3458,2021-09-13,8,35.0,38.85,8,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3200,5,1.0118964310706788
CHO,3458,2021-09-13,8,35.0,38.85,8,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3458,1,0.8685121107266436
CHO,3458,2021-09-13,8,35.0,38.85,8,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3828,3,0.8969072164948454
CHO,3458,2021-09-13,8,35.0,38.85,8,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CLP_3828,5,0.9416058394160584
CHO,3458,2021-09-13,8,35.0,38.85,8,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,DTF_3202,8,1.0386424731182795
CHO,3458,2021-09-13,8,35.0,38.85,8,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,KHF_3202,4,0.933579335793358
CHO,3458,2021-09-13,8,35.0,38.85,8,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,MHG_3153,5,1.0017123287671232
CHO,3458,2021-09-13,8,35.0,38.85,8,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,MLG_3828,5,0.9416058394160584
CHO,3458,2021-09-13,8,35.0,38.85,8,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,NTN_3828,5,0.9416058394160584
CHO,3458,2021-09-13,8,35.0,38.85,8,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,PLT_3153,4,0.9577329490874159
CHO,3458,2021-09-13,8,35.0,38.85,8,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,PLT_3458,7,1.0399379604497867
CHO,3828,2021-09-13,4,35.0,38.85,20,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,AFC_3201,4,0.933579335793358
CHO,3828,2021-09-13,4,35.0,38.85,20,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CBS_3153,10,1.0906195715112912
CHO,3828,2021-09-13,4,35.0,38.85,20,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CBS_3201,5,0.9181494661921709
CHO,3828,2021-09-13,4,35.0,38.85,20,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3200,5,1.0118964310706788
CHO,3828,2021-09-13,4,35.0,38.85,20,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3458,1,0.8685121107266436
CHO,3828,2021-09-13,4,35.0,38.85,20,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3828,3,0.8969072164948454
CHO,3828,2021-09-13,4,35.0,38.85,20,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CLP_3828,5,0.9416058394160584
CHO,3828,2021-09-13,4,35.0,38.85,20,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,DTF_3202,8,1.0386424731182795
CHO,3828,2021-09-13,4,35.0,38.85,20,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,KHF_3202,4,0.933579335793358
CHO,3828,2021-09-13,4,35.0,38.85,20,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,MHG_3153,5,1.0017123287671232
CHO,3828,2021-09-13,4,35.0,38.85,20,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,MLG_3828,5,0.9416058394160584
CHO,3828,2021-09-13,4,35.0,38.85,20,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,NTN_3828,5,0.9416058394160584
CHO,3828,2021-09-13,4,35.0,38.85,20,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,PLT_3153,4,0.9577329490874159
CHO,3828,2021-09-13,4,35.0,38.85,20,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,PLT_3458,7,1.0399379604497867
CLP,3828,2021-09-13,10,35.0,38.85,10,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,AFC_3201,4,0.933579335793358
CLP,3828,2021-09-13,10,35.0,38.85,10,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CBS_3153,10,1.0906195715112912
CLP,3828,2021-09-13,10,35.0,38.85,10,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CBS_3201,5,0.9181494661921709
CLP,3828,2021-09-13,10,35.0,38.85,10,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3200,5,1.0118964310706788
CLP,3828,2021-09-13,10,35.0,38.85,10,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3458,1,0.8685121107266436
CLP,3828,2021-09-13,10,35.0,38.85,10,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3828,3,0.8969072164948454
CLP,3828,2021-09-13,10,35.0,38.85,10,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CLP_3828,5,0.9416058394160584
CLP,3828,2021-09-13,10,35.0,38.85,10,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,DTF_3202,8,1.0386424731182795
CLP,3828,2021-09-13,10,35.0,38.85,10,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,KHF_3202,4,0.933579335793358
CLP,3828,2021-09-13,10,35.0,38.85,10,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,MHG_3153,5,1.0017123287671232
CLP,3828,2021-09-13,10,35.0,38.85,10,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,MLG_3828,5,0.9416058394160584
CLP,3828,2021-09-13,10,35.0,38.85,10,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,NTN_3828,5,0.9416058394160584
CLP,3828,2021-09-13,10,35.0,38.85,10,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,PLT_3153,4,0.9577329490874159
CLP,3828,2021-09-13,10,35.0,38.85,10,35.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,PLT_3458,7,1.0399379604497867
DTF,3202,2021-09-13,71,40.0,44.4,53,40.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,AFC_3201,4,0.933579335793358
DTF,3202,2021-09-13,71,40.0,44.4,53,40.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CBS_3153,10,1.0906195715112912
DTF,3202,2021-09-13,71,40.0,44.4,53,40.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CBS_3201,5,0.9181494661921709
DTF,3202,2021-09-13,71,40.0,44.4,53,40.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3200,5,1.0118964310706788
DTF,3202,2021-09-13,71,40.0,44.4,53,40.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3458,1,0.8685121107266436
DTF,3202,2021-09-13,71,40.0,44.4,53,40.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3828,3,0.8969072164948454
DTF,3202,2021-09-13,71,40.0,44.4,53,40.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,CLP_3828,5,0.9416058394160584
DTF,3202,2021-09-13,71,40.0,44.4,53,40.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,DTF_3202,8,1.0386424731182795
DTF,3202,2021-09-13,71,40.0,44.4,53,40.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,KHF_3202,4,0.933579335793358
DTF,3202,2021-09-13,71,40.0,44.4,53,40.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,MHG_3153,5,1.0017123287671232
DTF,3202,2021-09-13,71,40.0,44.4,53,40.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,MLG_3828,5,0.9416058394160584
DTF,3202,2021-09-13,71,40.0,44.4,53,40.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,NTN_3828,5,0.9416058394160584
DTF,3202,2021-09-13,71,40.0,44.4,53,40.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,PLT_3153,4,0.9577329490874159
DTF,3202,2021-09-13,71,40.0,44.4,53,40.0,True,False,77.0,58.142857142857146,0.14,0.0,0.0,PLT_3458,7,1.0399379604497867
KHF,3202,2021-09-13,13,40.0,44.4,13,40.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,AFC_3201,4,0.933579335793358
KHF,3202,2021-09-13,13,40.0,44.4,13,40.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,CBS_3153,10,1.0906195715112912
KHF,3202,2021-09-13,13,40.0,44.4,13,40.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,CBS_3201,5,0.9181494661921709
KHF,3202,2021-09-13,13,40.0,44.4,13,40.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3200,5,1.0118964310706788
KHF,3202,2021-09-13,13,40.0,44.4,13,40.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3458,1,0.8685121107266436
KHF,3202,2021-09-13,13,40.0,44.4,13,40.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3828,3,0.8969072164948454
KHF,3202,2021-09-13,13,40.0,44.4,13,40.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,CLP_3828,5,0.9416058394160584
KHF,3202,2021-09-13,13,40.0,44.4,13,40.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,DTF_3202,8,1.0386424731182795
KHF,3202,2021-09-13,13,40.0,44.4,13,40.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,KHF_3202,4,0.933579335793358
KHF,3202,2021-09-13,13,40.0,44.4,13,40.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,MHG_3153,5,1.0017123287671232
KHF,3202,2021-09-13,13,40.0,44.4,13,40.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,MLG_3828,5,0.9416058394160584
KHF,3202,2021-09-13,13,40.0,44.4,13,40.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,NTN_3828,5,0.9416058394160584
KHF,3202,2021-09-13,13,40.0,44.4,13,40.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,PLT_3153,4,0.9577329490874159
KHF,3202,2021-09-13,13,40.0,44.4,13,40.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,PLT_3458,7,1.0399379604497867
MHG,3153,2021-09-13,8,25.5,28.31,8,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,AFC_3201,4,0.933579335793358
MHG,3153,2021-09-13,8,25.5,28.31,8,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,CBS_3153,10,1.0906195715112912
MHG,3153,2021-09-13,8,25.5,28.31,8,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,CBS_3201,5,0.9181494661921709
MHG,3153,2021-09-13,8,25.5,28.31,8,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3200,5,1.0118964310706788
MHG,3153,2021-09-13,8,25.5,28.31,8,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3458,1,0.8685121107266436
MHG,3153,2021-09-13,8,25.5,28.31,8,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3828,3,0.8969072164948454
MHG,3153,2021-09-13,8,25.5,28.31,8,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,CLP_3828,5,0.9416058394160584
MHG,3153,2021-09-13,8,25.5,28.31,8,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,DTF_3202,8,1.0386424731182795
MHG,3153,2021-09-13,8,25.5,28.31,8,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,KHF_3202,4,0.933579335793358
MHG,3153,2021-09-13,8,25.5,28.31,8,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,MHG_3153,5,1.0017123287671232
MHG,3153,2021-09-13,8,25.5,28.31,8,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,MLG_3828,5,0.9416058394160584
MHG,3153,2021-09-13,8,25.5,28.31,8,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,NTN_3828,5,0.9416058394160584
MHG,3153,2021-09-13,8,25.5,28.31,8,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,PLT_3153,4,0.9577329490874159
MHG,3153,2021-09-13,8,25.5,28.31,8,25.5,True,True,77.0,58.142857142857146,0.14,0.0,0.0,PLT_3458,7,1.0399379604497867
MLG,3828,2021-09-13,20,35.0,38.85,20,35.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,AFC_3201,4,0.933579335793358
MLG,3828,2021-09-13,20,35.0,38.85,20,35.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,CBS_3153,10,1.0906195715112912
MLG,3828,2021-09-13,20,35.0,38.85,20,35.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,CBS_3201,5,0.9181494661921709
MLG,3828,2021-09-13,20,35.0,38.85,20,35.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3200,5,1.0118964310706788
MLG,3828,2021-09-13,20,35.0,38.85,20,35.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3458,1,0.8685121107266436
MLG,3828,2021-09-13,20,35.0,38.85,20,35.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3828,3,0.8969072164948454
MLG,3828,2021-09-13,20,35.0,38.85,20,35.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,CLP_3828,5,0.9416058394160584
MLG,3828,2021-09-13,20,35.0,38.85,20,35.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,DTF_3202,8,1.0386424731182795
MLG,3828,2021-09-13,20,35.0,38.85,20,35.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,KHF_3202,4,0.933579335793358
MLG,3828,2021-09-13,20,35.0,38.85,20,35.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,MHG_3153,5,1.0017123287671232
MLG,3828,2021-09-13,20,35.0,38.85,20,35.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,MLG_3828,5,0.9416058394160584
MLG,3828,2021-09-13,20,35.0,38.85,20,35.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,NTN_3828,5,0.9416058394160584
MLG,3828,2021-09-13,20,35.0,38.85,20,35.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,PLT_3153,4,0.9577329490874159
MLG,3828,2021-09-13,20,35.0,38.85,20,35.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,PLT_3458,7,1.0399379604497867
NTN,3828,2021-09-13,20,35.0,38.85,20,35.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,AFC_3201,4,0.933579335793358
NTN,3828,2021-09-13,20,35.0,38.85,20,35.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,CBS_3153,10,1.0906195715112912
NTN,3828,2021-09-13,20,35.0,38.85,20,35.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,CBS_3201,5,0.9181494661921709
NTN,3828,2021-09-13,20,35.0,38.85,20,35.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3200,5,1.0118964310706788
NTN,3828,2021-09-13,20,35.0,38.85,20,35.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3458,1,0.8685121107266436
NTN,3828,2021-09-13,20,35.0,38.85,20,35.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,CHO_3828,3,0.8969072164948454
NTN,3828,2021-09-13,20,35.0,38.85,20,35.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,CLP_3828,5,0.9416058394160584
NTN,3828,2021-09-13,20,35.0,38.85,20,35.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,DTF_3202,8,1.0386424731182795
NTN,3828,2021-09-13,20,35.0,38.85,20,35.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,KHF_3202,4,0.933579335793358
NTN,3828,2021-09-13,20,35.0,38.85,20,35.0,False,False,77.0,58.142857142857146,0.14,0.0,0.0,MHG_3153,5,1.0017123287671232
